Date,Open,High,Low,Close,Volume
2015-02-06,221.84550766934828,224.12742336710696,202.29990901801932,226.11871333159135,284811
2015-02-07,139.06884560255355,142.09378217725225,123.19248352439276,146.54240629376852,307892
2015-02-08,373.69321060486277,378.1995492038875,360.5047513632228,366.229246587398,711561
2015-02-09,276.0609974958405,281.08033072264647,264.50485649081884,283.3929112677506,385385
2015-02-10,148.81529393791152,165.82761509473428,131.49326303035483,150.6867990261975,520630
2015-02-11,298.0707640445081,309.2952198101586,292.28197361211835,290.6129738618486,150818
2015-02-12,113.75540844608736,124.22322667357469,104.40178419638981,112.3062455532816,251967
2015-02-13,463.7281608315128,466.02353826889714,451.34036144418275,456.94536670121477,454451
2015-02-14,203.51199264000678,220.7147865069955,195.28818312261697,207.51895041733817,293481
2015-02-15,365.0089137415928,379.46519980576244,356.4591846597874,370.18627642995176,548540
2015-02-16,224.6844304357644,226.03779767376443,218.0787370857227,216.80036084122037,429064
2015-02-17,308.0272084711243,322.1839104157197,296.74257213743357,308.1500055250172,546771
2015-02-18,318.68411173731187,329.5548760841648,301.67262117700955,324.9766128578302,218642
2015-02-19,173.94178221021082,175.5762891251464,169.91121465008456,182.66504304123075,427597
2015-02-20,487.83385110582344,496.9998639363966,469.1451903307546,488.10420844065885,909121
2015-02-21,410.05312934444584,419.74705508704676,396.27137626948127,419.05871381667396,295428
2015-02-22,475.7995766256756,479.11506742894113,459.334112372075,476.51335603479623,848371
2015-02-23,457.93094017105955,476.8449031110652,446.8071263184593,455.8147500630577,501468
2015-02-24,339.1599915244341,356.1594989540473,323.5696574959528,346.124054095492,917276
2015-02-25,468.74969400924675,482.1301407558289,468.42568606245743,468.6093482184085,195687
2015-02-26,135.3970008207678,144.64291204077995,119.0293923251771,134.83505103205826,598758
2015-02-27,178.3931449676581,186.62845579934827,177.59036778595075,178.19939475585466,909797
2015-02-28,118.09091556421522,131.1103849072343,100.29264803695797,125.02661560161013,761386
2015-03-01,230.13213230530573,241.04076969344385,210.29287736053286,236.77096313906677,984735
2015-03-02,255.4709158757928,256.7163779934305,249.58956663225723,253.541315724597,390667
2015-03-03,208.53961270955836,218.789665684965,204.3332415838425,205.20560990696885,614513
2015-03-04,431.4950036607717,447.6230760054285,416.1877363836109,431.3335641415543,241554
2015-03-05,242.70133067743572,251.8861282293749,237.64080385903065,244.1567808721779,212105
2015-03-06,212.3738038749523,213.41293542603768,195.06255621150822,207.14054808751223,935320
2015-03-07,317.0784332632994,332.8039972509801,315.02158142014986,322.95753495761124,738172
2015-03-08,156.36968998990505,160.39696563262453,153.8505860623179,156.0993453045535,731256
2015-03-09,420.8787923016159,426.0512089993766,401.2957611996036,417.55970327001506,936542
2015-03-10,129.82025747190832,133.11438454055423,116.34347950650823,121.95667733118813,846004
2015-03-11,494.7547746402069,501.3590759376369,477.8170301516278,489.53167784827906,493709
2015-03-12,408.89790771866296,424.03293783243566,402.4113201716326,417.88353115378266,549410
2015-03-13,179.48627261366897,189.87398980374772,165.9565976232569,175.5882663500595,706289
2015-03-14,102.20884684944096,106.30647233245521,90.32401030326902,95.58603263678167,139767
2015-03-15,426.18457138193367,443.7411729449745,414.1215689794747,425.39802721503355,653838
2015-03-16,382.74293753904686,400.33457463807747,369.0922883482924,378.8846924062518,624261
2015-03-17,391.60286721639494,409.0144357173151,380.095683753813,382.30605222181885,244905
2015-03-18,408.5081386743783,413.2840629020091,399.926891288325,404.97104301996666,234042
2015-03-19,129.61786069363615,138.6426475772559,124.09940680602521,130.5000331724255,722603
2015-03-20,243.38629141770903,263.08608454052654,228.014664799445,244.42053885810836,195494
2015-03-21,146.34762381005189,161.7878733362517,141.82217520998816,143.47880223358965,751712
2015-03-22,445.2413703502374,445.78471877474857,431.3942842271491,444.1874254752894,182681
2015-03-23,349.3192507310232,350.62334255623307,344.65259427803664,358.62960909571854,987921
2015-03-24,232.35920994105967,241.63783747730633,219.8526065419706,229.90617948566592,804537
2015-03-25,125.42334011440946,143.60774423164065,110.48177477182888,120.58787637960911,352411
2015-03-26,224.3929286862649,235.16696464531918,220.0186509081341,219.2622695676001,816861
2015-03-27,230.07332881069883,240.02957897138464,228.87446279347267,229.22862106478152,653188
2015-03-28,391.84247133522564,393.95194533435824,389.22299647534214,397.03287430956453,114126
2015-03-29,355.0229885420853,368.15859063657115,342.90304919666477,349.14275222585474,735486
2015-03-30,454.88509703053063,471.3271602425351,437.89616890601593,459.071019573346,826050
2015-03-31,288.8859700647797,296.49437021493094,287.98603364007124,279.308966531768,843104
2015-04-01,147.83769837532068,163.34993539382722,133.15467319448777,146.2163579349996,441447
2015-04-02,385.297914889198,404.58744796721425,378.471541970197,390.8152161932538,316651
2015-04-03,404.31401944675895,408.38934862931274,394.7434520483685,401.0886785622476,429205
2015-04-04,324.5108790277985,334.97747165169335,305.9336880308872,325.78562105670653,592280
2015-04-05,408.3868719818244,414.12963114351595,401.7474418871075,402.48645663834264,116978
2015-04-06,297.5182385457563,313.37532692643305,288.21149986696656,302.35814636827973,680632
2015-04-07,309.0931317527976,320.64499907042074,308.819483457584,300.1387138181728,408792
2015-04-08,271.0164073434198,283.70805569442587,269.384432943323,278.06726024092984,363199
2015-04-09,110.16765069763808,126.12593388995596,104.9958188749424,104.13157842607144,175582
2015-04-10,143.15657079732176,151.07598025057086,142.59952598090027,150.6445314314884,332459
2015-04-11,112.5716742746937,130.87347564283456,99.94416775372869,109.62225910070406,705502
2015-04-12,354.56416450551217,365.22474185043495,346.03619736947974,359.0178359950019,538092
2015-04-13,225.74239243053069,228.90148888723763,214.77948837597023,222.12689838625445,611579
2015-04-14,303.42827646588114,317.3462588292572,299.93533274795453,311.5465098905741,847520
2015-04-15,463.0265895704372,478.89181657920227,457.10794898170485,455.55933208080467,994386
2015-04-16,199.71689165954996,206.0521252009005,186.44040216249545,193.28728744500194,663013
2015-04-17,264.1531692142519,281.29675435422695,244.84711474164388,264.0137717174279,498471
2015-04-18,402.22045541721945,420.3433205125348,401.2121199451753,393.85922419798237,568163
2015-04-19,191.51926619664897,197.05735594420514,173.71157977954365,185.4388698906842,939812
2015-04-20,130.7919639315172,150.46239338582163,119.25433990529302,139.66729157575747,870008
2015-04-21,215.90058116550722,218.7148117264824,204.62218983039475,225.43037438846497,677621
2015-04-22,164.48851490160177,168.52882826965157,154.48294419744656,162.01370148821022,404603
2015-04-23,471.87906093702924,475.5635577217898,470.49117921894555,480.34478135730797,886198
2015-04-24,423.2481518257668,441.1279460259242,421.45061479104356,424.1446453392354,398307
2015-04-25,353.36150260416935,366.44735365066856,341.3432624909876,348.7563519216447,265043
2015-04-26,448.58423607508706,451.6263217395325,441.7650646463759,452.63221049669903,589987
2015-04-27,421.4688307596458,430.2752991270128,403.1234694280922,424.64686689114296,820509
2015-04-28,174.62802355441434,186.93398405581038,166.4962128072249,184.410529936589,446874
2015-04-29,457.0235993959911,458.6928810957788,454.1579702219383,452.32454514417674,381620
2015-04-30,315.7368967662603,333.3852241344071,301.4425200962196,319.17808681949504,430724
2015-05-01,422.976062065625,439.0481327744557,417.1089936368048,414.01653716621394,351831
2015-05-02,458.4365199693973,468.54065544093004,447.9271138222794,450.7094407433317,992008
2015-05-03,227.20138998874555,246.54392229392894,213.24473427864214,217.27975748776743,448737
2015-05-04,144.0207698110707,152.3759893965727,126.01548758702928,154.00998343226416,824410
2015-05-05,191.17406501677667,210.85627139750662,175.33024112074315,197.2195389597262,306598
2015-05-06,270.8431154505025,284.20151542657504,257.31589409304803,276.57757574517336,597712
2015-05-07,427.20590636899726,439.89933183407607,413.61324272109437,427.40042787476085,995503
2015-05-08,444.2922333025374,447.6113312084531,425.37374042189566,440.2935749606462,739120
2015-05-09,102.78085221247628,120.41940737856916,96.86437026254555,95.8061379017298,500723
2015-05-10,304.2989210310263,312.8487147894386,304.2766791471025,299.9924158079556,563609
2015-05-11,266.9644012595116,270.20906937516116,261.5253100715476,264.4838256980944,767478
2015-05-12,188.8431241882921,189.0952745878073,184.48529659575723,193.969326127898,281601
2015-05-13,147.94614693347313,159.1412606062408,134.70945523119317,148.73938271153617,168682
2015-05-14,235.0460685614512,245.59406100390473,222.37183656614062,226.59574109256084,323009
2015-05-15,477.16388156500767,491.55095401239083,465.2946539109132,467.52446174418594,547392
2015-05-16,229.2811728083021,247.08633386865813,228.95630394411302,221.32781639898337,346553
2015-05-17,307.51624869734644,309.10438039020704,292.9406876083335,305.726222971294,453857
2015-05-18,381.2075835580711,395.83751336487836,374.7369753083613,389.8714418990515,466204
2015-05-19,245.4518409517176,249.20007983366924,232.150721171585,248.19989057590203,759774
2015-05-20,488.7128330883843,505.87637415152756,477.58126451834124,494.7493510858946,183030
2015-05-21,484.9789179768445,501.3601882540776,478.1242994682864,484.3064098669355,220360
2015-05-22,200.71291833014567,211.52879342985656,198.02139298806352,197.94623999404652,972405
2015-05-23,298.89940235695417,313.1042583294204,297.01102440374456,291.0674098112866,759297
2015-05-24,220.35132392670786,226.63832619038283,203.72095726446338,227.86998437043195,923163
2015-05-25,213.93619775098705,223.35955572964335,195.56824690935588,219.5993983315451,794025
2015-05-26,114.75477894181311,131.18751689602254,101.75901800652713,108.11714089376761,567726
2015-05-27,343.82573359195874,353.01103753542304,341.7570512947491,344.0709448694839,605897
2015-05-28,301.07160929154463,308.2275745980535,293.03106495377983,300.8191054499695,214360
2015-05-29,120.59150049999573,130.47574944500172,106.01271649789258,123.0933315537263,363894
2015-05-30,211.45858569464457,228.02357074338894,195.8621680144432,220.3823235744698,689306
2015-05-31,463.3063543866615,470.01051533407895,460.9419819408397,464.9017832219111,497243
2015-06-01,195.82475626678897,199.29998812950384,195.82414188988133,196.62910160236135,865192
2015-06-02,157.95794883648924,172.19822924310486,143.71520791887713,148.9644074951825,236817
2015-06-03,295.78110411102523,312.3006683651869,288.6491805913011,287.0392536313857,292803
2015-06-04,494.2601816442403,496.2729312147109,489.1705550118751,488.00711747077605,711272
2015-06-05,196.82210860460015,201.61959085971904,196.56415920880963,187.47152403843512,994415
2015-06-06,368.8542189623514,371.6936587575713,358.0482308271214,373.72127687375166,914883
2015-06-07,404.64784613148703,411.60667436313037,387.6248314229674,409.1144522113663,455887
2015-06-08,195.05501759695989,204.06203717506813,175.90238467150812,187.77614228559275,957906
2015-06-09,391.2865394447438,406.26306618401,379.971640432478,398.00811746064943,816896
2015-06-10,247.11325308770128,260.13620478533477,236.8240265329034,240.2089737846235,112150
2015-06-11,352.92233223743176,365.3409035870004,351.22120452764693,348.94584397737896,899838
2015-06-12,353.41188430435784,360.45938323655093,342.43442827350583,348.39142228758516,250853
2015-06-13,314.3098736299034,331.1388246915986,306.7102920505955,311.75601560136437,288489
2015-06-14,136.11590802176332,145.5416513697266,123.97320240409178,131.20918333956254,989589
2015-06-15,434.1209982356952,453.7030969959983,426.34647127816424,433.9000167644642,642613
2015-06-16,228.31202598869433,240.99486875460906,223.50604351968698,226.46018361578803,299756
2015-06-17,174.6074041599417,177.13269899123176,172.70809865537416,184.33879397552823,980847
2015-06-18,116.31005662190557,129.83360786341424,110.01168773012766,107.4285836244701,607763
2015-06-19,336.35717727529675,342.85925758393074,334.4242805895417,329.2008048030438,828829
2015-06-20,371.02574473691294,384.75228867063487,367.48780572043324,362.08226261508497,117669
2015-06-21,106.63513157114247,108.02795453439057,86.88840839955155,109.15195547078999,434154
2015-06-22,304.8372233197124,308.3348520632316,295.95515218158005,295.9274088679868,606199
2015-06-23,190.59831007917518,207.7130552572909,179.96087474907483,197.32710482669765,307836
2015-06-24,358.06911616377994,362.61270730425025,340.5967455890356,358.3078887774185,592290
2015-06-25,169.74657160199658,186.4873941068554,149.83519359218283,170.28672409362724,232915
2015-06-26,376.37509524098635,381.96061701007454,364.72080625409274,377.60698539523025,296681
2015-06-27,254.69413852021495,267.5517767213891,238.4446620993315,248.11041264633917,675100
2015-06-28,474.6919954946938,488.5750069648904,468.1531750079603,468.64580155698354,902491
2015-06-29,155.0083776583973,165.26147272129836,148.8934985094515,151.3847241158574,448413
2015-06-30,236.4265404201034,242.53275395403804,228.3724660002122,238.29646873654045,877150
2015-07-01,145.38940849623563,149.64229602365756,131.93926324276265,139.59176401503993,271840
2015-07-02,469.8774473114251,470.54123440267364,456.2336135263231,462.2040818540903,125395
2015-07-03,450.9357413523924,457.0146693772069,444.6309526594034,460.3380790807611,382346
2015-07-04,203.17665108606224,216.2399068966879,200.51245260332965,193.61628738225468,329707
2015-07-05,363.99361841367164,382.7597147826413,351.34569328436146,370.0475665203921,871469
2015-07-06,426.88888008048633,444.3129697257474,424.322362836711,432.6495830719868,828408
2015-07-07,322.0803246397849,337.40162017049096,310.5104744751983,318.0246069166868,324839
2015-07-08,311.8602313424026,327.62917820746856,297.9917887812764,304.5727636625489,319882
2015-07-09,196.74091636018068,210.04061442970058,182.72868643229165,189.65348929428916,727523
2015-07-10,137.2411071223597,142.44684427367974,122.17166490916776,141.18973946710355,669798
2015-07-11,458.8863031813307,477.0302037954473,441.4291147500174,461.74243500305414,712233
2015-07-12,460.1672228653322,473.58186910344887,450.1680430260364,465.8221363503599,342802
2015-07-13,353.24058290930714,364.44939552891594,338.63559911871573,361.99020635728925,874456
2015-07-14,235.61191641948028,237.8317058037499,223.22846171216355,239.45046368481212,957081
2015-07-15,239.68382984506437,248.62494072119287,235.95103104911072,232.80086057609324,993155
2015-07-16,390.38227154809573,399.58943697213425,389.8684786507076,385.2511238834039,627169
2015-07-17,458.84410398103086,476.13537617148427,453.1532762674922,465.68797859849315,932345
2015-07-18,454.8345697060469,465.7675341098027,445.97389557929455,449.0206912227311,736148
2015-07-19,411.9502183430495,419.55822932245775,399.6080994544764,403.40066468213917,971217
2015-07-20,356.8126584617151,376.3486650319283,339.813471851651,360.8782595425601,558253
2015-07-21,133.65598599801953,135.87039786454585,129.73107166389622,131.70651310782236,948889
2015-07-22,164.6514856378455,173.10245420408438,162.14048983987595,173.05228668876356,266415
2015-07-23,459.4216754108317,460.2621689142598,440.15207646134513,462.42677683270495,555605
2015-07-24,342.57162386383595,357.3697062791746,340.4107326763078,334.38000341966915,571466
2015-07-25,103.67882064665186,122.04035169063488,94.10899924450807,112.63595199172508,239728
2015-07-26,140.58861714641284,146.18936373742264,128.8773425705468,135.75976241921776,367885
2015-07-27,365.40070764322235,382.56754117920474,354.57321922507356,362.1449574513481,247733
2015-07-28,102.02463353848748,107.86899814772543,100.30399039782861,100.06984181215832,983523
2015-07-29,164.32322056699945,182.53862379987777,163.18268228692708,155.34770649508573,915122
2015-07-30,319.49351574663444,334.5727538185701,317.38384719741373,319.4238241912465,394977
2015-07-31,376.7580790770773,392.85621461390605,365.04632539962506,369.22444889858315,726854
2015-08-01,360.7845038010402,361.1446349130493,349.8976060483538,358.80391033480726,171240
2015-08-02,189.7077237842239,208.96393092570443,185.03290794348902,186.7219195440656,731186
2015-08-03,384.8716885390144,399.4051083804208,372.11620570210255,390.32849020754446,439855
2015-08-04,194.89963499872005,200.9946569064427,178.49828495760707,200.96304523137468,309304
2015-08-05,230.1598792637071,246.74777256088404,229.32830006677523,223.22813691148886,925455
2015-08-06,398.59656204720966,404.22698601550826,388.6339631762488,395.9275857947942,926641
2015-08-07,359.85315961888585,377.3082364102084,346.06695137683204,357.3202228395225,455734
2015-08-08,439.6893641976712,441.94097200590994,434.64312565627745,432.7175730763929,973044
2015-08-09,363.04515692013734,377.11887646935327,356.8897388142744,369.01422702116116,180522
2015-08-10,327.32344133418866,338.1374108670869,315.05068327440097,331.46800790089713,473798
2015-08-11,137.469907131237,139.4005965351458,119.51120126236225,131.27754285717768,769800
2015-08-12,247.0863212237734,251.92419778895018,230.88783281771543,244.42075939564938,219107
2015-08-13,206.08094707269018,206.32902779823647,194.41834269069852,198.19704756982046,501176
2015-08-14,197.5958573516334,206.97121666092352,182.99142299648844,200.15998929349428,122462
2015-08-15,489.2042219009782,495.22952711617825,481.90777249682225,481.6316603919506,904253
2015-08-16,257.23908986670415,269.2062395526593,244.419779304729,266.9577732392025,520474
2015-08-17,456.8186220708453,462.7633782250177,447.4949902482942,462.4322635646026,192889
2015-08-18,352.45545039890516,358.4538326290448,348.65672766975393,350.26022139058506,188952
2015-08-19,417.9245214166594,432.78838539129146,403.88975593911425,419.4958000622465,817884
2015-08-20,301.0548372420768,302.0176939616439,289.9255444951004,309.281673566405,515331
2015-08-21,330.76155385054363,348.8194537543834,323.5891222114718,331.84353945846016,801793
2015-08-22,297.00707752754556,314.0523550153692,278.78029372597297,290.49704725550464,321576
2015-08-23,178.09719511921782,191.45328878374593,177.67851276268314,175.671262230841,843681
2015-08-24,388.9808461046021,400.84527750674977,382.6653830796122,395.843743405197,598149
2015-08-25,212.30894497634233,230.15499493913538,211.1713170207894,215.1932052961347,965796
2015-08-26,109.72638657258153,113.43299016315582,94.39584024814899,112.74087425925754,956509
2015-08-27,358.1889183628671,359.7683016066837,344.1467692805913,365.52534807663693,402788
2015-08-28,170.84427176281957,175.63447516101033,164.21722738809322,178.72373291206966,424787
2015-08-29,476.18343374116574,492.0749993151695,462.67017569702426,484.57928517675447,375455
2015-08-30,481.5714308010349,482.26483613556456,473.65268627711595,473.46841466609806,354084
2015-08-31,465.9457560881794,477.60189278984916,450.8206802597307,466.8282761274414,229466
2015-09-01,248.06348010217775,267.97223042600393,238.97980684744363,252.87367052654412,130531
2015-09-02,106.18264661154697,123.29656848829777,97.93705205491366,111.32118351408725,114588
2015-09-03,471.32742503509013,481.7563388159619,452.6328267253241,473.4617490744902,935848
2015-09-04,271.2736593269257,272.54647751265856,266.25607732911175,264.6094060305992,243452
2015-09-05,486.6619276174678,503.289397905182,484.2529808175365,492.6103386963011,798005
2015-09-06,485.44799083570115,497.4275609992454,473.757128570512,489.85021750600004,511034
2015-09-07,441.203782186944,443.5024421281353,421.81734594126044,432.9264976179247,261929
2015-09-08,217.77955682783426,219.65670252430138,210.22277255329053,217.0557533213218,645999
2015-09-09,254.0390914407701,272.231627829502,252.7983561681945,247.51863943120617,760457
2015-09-10,440.45466860674276,453.83867386550435,433.6685632605514,437.2042095210022,783753
2015-09-11,226.76880206251107,243.35453804884617,216.65016897611991,217.13042390662477,908508
2015-09-12,167.797098674437,185.37667668008234,164.55863854179273,165.80369604265215,446418
2015-09-13,322.72050498334005,334.1559520243065,309.5584606222102,323.71804340646423,419753
2015-09-14,474.4619096643124,484.8108366994132,454.50692188410835,476.8535615208541,784677
2015-09-15,378.4119186699892,387.020466876409,369.3771291503603,381.6817255725634,597981
2015-09-16,328.024468035746,334.3633997915684,320.9298969011417,334.7502942977952,158480
2015-09-17,138.8705975083074,147.56251672548166,130.85651417161807,133.17985565382202,893476
2015-09-18,346.00289067966787,361.480483794271,343.69996711176384,338.4125271284372,874597
2015-09-19,496.0215400417053,508.06000866200793,478.3560680131808,503.0522834796638,155486
2015-09-20,156.0336060946096,173.88407189370653,147.73709298418257,149.1658623924626,155162
2015-09-21,307.33186094549467,316.1994612330784,299.58637271699786,316.82706257221855,834647
2015-09-22,450.94922877118216,463.09102034555724,437.7554233125727,457.7999933591549,129882
2015-09-23,396.30744710168176,408.93359816352154,387.46677868305926,396.32497921947373,678366
2015-09-24,378.8062963981072,390.6402396442337,365.8416270219503,388.43472489654766,945166
2015-09-25,380.9936335948437,395.04630905655404,379.7647077922279,372.94116817700376,338680
2015-09-26,243.79646048790207,248.5451298553982,227.5219936134575,239.8577757114041,733018
2015-09-27,217.43673770579733,227.68401325671314,198.6266586482093,220.20122600660955,274898
2015-09-28,423.74446219140543,425.82895824757236,410.7691544682177,420.744599560869,450129
2015-09-29,424.0453578716723,431.7355844245686,404.9540392944961,432.61280891128814,406172
2015-09-30,446.8289274320415,456.58226880446676,443.8002811446422,438.14144919559783,612871
2015-10-01,465.2962210225885,478.3407062134979,455.7478972329814,466.2844576638078,723226
2015-10-02,304.5369595443751,323.5475805960992,292.5008248654662,306.3542848922774,742607
2015-10-03,300.60651787487984,312.61953920584693,288.9717849264561,303.6610803504243,656831
2015-10-04,419.31807158671006,434.18994991024124,411.2888360049292,414.43139605334636,748567
2015-10-05,359.98557231110607,370.11089350101014,353.22388412378086,357.27690086150335,129362
2015-10-06,380.7867509030813,393.46883153060793,378.2502704520729,387.66036149638086,520531
2015-10-07,418.31706777444043,419.7357120971159,410.48221876319485,412.2159231538436,258818
2015-10-08,456.00213672702654,461.08996834386346,452.74892042491683,462.53949367049375,503273
2015-10-09,235.19806274061432,242.4351246047171,220.51074921076994,236.45117119866916,342721
2015-10-10,250.2331810559776,259.6830481561079,246.0565623460858,255.47693127985926,929347
2015-10-11,137.5927759363476,138.50575084639527,136.42146983065692,141.86492326161704,937802
2015-10-12,331.3120563984696,334.11253834953595,320.26473364212495,325.4622863061672,789517
2015-10-13,114.37690951869683,119.91319567452295,102.4723148643088,115.75316424737429,473519
2015-10-14,286.2392072529841,305.66986107100513,268.800946027374,293.59367030908595,242394
2015-10-15,317.05785388303065,323.68479402509166,305.518221634677,315.7001786190692,694100
2015-10-16,214.61650085131376,224.2573220135554,207.70688377684485,223.9483162557801,571058
2015-10-17,336.3333042276043,340.25525848237214,320.2730665970779,335.3776062296387,920449
2015-10-18,112.20009997561976,124.41570139713514,101.39452211187134,105.05581270897746,943224
2015-10-19,114.93927549968576,120.55293981000526,113.35366980706193,112.72796910123922,328208
2015-10-20,429.0402242638633,433.18007583263187,417.7232130575984,438.07427239167407,491342
2015-10-21,244.07625656450514,254.40770913342473,225.9158856560719,240.47067355130224,904061
2015-10-22,150.8242050607539,150.9343210439623,142.8979525507895,158.18616825809517,752902
2015-10-23,308.89730402192174,309.05058467490625,302.97078798392573,316.52231765555956,196950
2015-10-24,407.99742123944435,412.3787974214815,405.12803209908395,405.00115172608355,274942
2015-10-25,186.32841099873727,187.06283824875368,183.2995005600301,177.99356415974992,164829
2015-10-26,349.15619032760014,351.31670541021396,340.50076064076376,353.6473485107765,869890
2015-10-27,134.1389859975072,140.91619898428223,122.22538951427661,130.36923197778694,634876
2015-10-28,120.67268846744308,136.72440205903933,119.06038036405104,126.33116075259453,991712
2015-10-29,312.54185262725923,323.9828254946452,293.7504808467559,311.39494959246787,596195
2015-10-30,316.2540486440426,326.5074031631709,301.1513762951387,315.95938349089505,402865
2015-10-31,354.9719605992826,360.84173706344507,343.23948223360935,360.5301487342534,792505
2015-11-01,390.43653348906463,409.07160787772096,373.8677600702848,388.0838001102972,372743
2015-11-02,490.34083178501385,498.28113260975766,488.73709664877157,489.20337869147215,434738
2015-11-03,306.52013932047817,308.2619946563936,296.9833617658157,304.0439486958706,575958
2015-11-04,229.1825891764984,241.5239194988544,216.58072663926512,226.529399482044,832790
2015-11-05,418.0744779074815,420.3512457770135,401.5014197851157,418.59340944551064,758299
2015-11-06,208.3329005048297,215.23736336086353,192.66350930384434,214.5088893948527,352856
2015-11-07,275.5885682822544,285.7368070566106,270.0471832879864,272.82393452070573,384293
2015-11-08,131.3825525369064,148.8670030306099,112.5649491457223,131.86764694766111,821927
2015-11-09,110.140297366183,120.01122897298538,107.6533805375656,113.55484387503502,241280
2015-11-10,485.05936587117003,499.1045411918033,467.556693498747,480.44815479724315,297170
2015-11-11,434.3920482048823,454.2483849848637,414.97324321278995,429.94250430293016,471178
2015-11-12,378.38968243747917,381.0194648354388,374.84661197302665,387.05794497794824,280564
2015-11-13,263.58117776570793,269.0758082760983,249.13985648163222,268.0518692323297,120951
2015-11-14,169.3177280283383,177.20924954029124,168.51201765277833,170.86146155280449,279992
2015-11-15,162.5748170684344,171.01138063921104,154.4663605656513,165.52921815684664,671054
2015-11-16,200.09715926583812,208.31758077114904,189.77149328188463,190.6831481279065,943446
2015-11-17,319.69066588244823,337.84288593357934,308.07776136425554,322.0527251936822,259423
2015-11-18,385.83836908002496,400.1190219693621,367.1196241150538,386.028546544509,577432
2015-11-19,364.0789506870925,376.2370549689066,350.6339369412086,364.99394428268124,542602
2015-11-20,211.97355877837714,218.16101313563277,202.3479997539924,209.1620353149935,711410
2015-11-21,481.94611226527763,498.4219199497035,465.75261153995984,473.5755902195365,895740
2015-11-22,395.1587666783074,414.2599769080072,376.14811025921927,389.0255513505485,945684
2015-11-23,321.7416210045603,338.1655866555648,321.30029803091446,330.7565152688137,568361
2015-11-24,344.6882984937409,344.7196005975703,325.0378730486201,342.86228973915956,183211
2015-11-25,267.84002497111595,280.5680523747841,266.1173821898423,267.17368808773324,521280
2015-11-26,199.09239580046298,200.115103429305,182.80466021508775,190.14659159753177,547095
2015-11-27,242.38907146050462,247.54121586717906,236.78237640947637,233.14039605138424,226534
2015-11-28,403.13844418574763,404.32893819270305,400.4948510306702,407.4820731266828,633008
2015-11-29,105.75739545190234,117.83330451089009,96.96028265762564,106.51928873432456,488348
